PLZ,Ort,Gemeinde,Kanton
3267,"Seedorf BE","Seedorf (BE)",BE
3268,Lobsigen,"Seedorf (BE)",BE
3270,Aarberg,Aarberg,BE
3271,"Radelfingen b. Aarberg",Radelfingen,BE
3272,Epsach,Epsach,BE
3272,Walperswil,Walperswil,BE
3273,Kappelen,Kappelen,BE
3274,"Bühl b. Aarberg","Bühl",BE
3274,Hermrigen,Hermrigen,BE
3274,Merzligen,Merzligen,BE
3280,Greng,Greng,FR
3280,Meyriez,Meyriez,FR
3280,Murten,Murten,FR
3282,"Bargen BE","Bargen (BE)",BE
3283,Kallnach,Kallnach,BE
3283,"Niederried b. Kallnach",Kallnach,BE
3284,"Fräschels","Fräschels",FR
3285,Galmiz,Galmiz,FR
3286,Muntelier,Muntelier,FR
3292,"Busswil BE",Lyss,BE
3293,Dotzigen,Dotzigen,BE
3294,"Büren an der Aare","Büren an der Aare",BE
3294,Meienried,Meienried,BE
3295,"Rüti b. Büren","Rüti bei Büren",BE
3296,Arch,Arch,BE
3297,Leuzigen,Leuzigen,BE
3298,"Oberwil b. Büren","Oberwil bei Büren",BE
3302,Moosseedorf,Moosseedorf,BE
3303,Ballmoos,Jegenstorf,BE
3303,Jegenstorf,Jegenstorf,BE
3303,"Münchringen",Jegenstorf,BE
3303,"Zuzwil BE","Zuzwil (BE)",BE
3305,Iffwil,Iffwil,BE
3305,Scheunen,Jegenstorf,BE
3306,Etzelkofen,Fraubrunnen,BE
3307,Brunnenthal,Messen,SO
3308,Grafenried,Fraubrunnen,BE
3309,Kernenried,Kernenried,BE
3309,Zauggenried,Fraubrunnen,BE
3312,Fraubrunnen,Fraubrunnen,BE
3313,"Büren zum Hof",Fraubrunnen,BE
3314,Schalunen,Fraubrunnen,BE
3315,"Bätterkinden","Bätterkinden",BE
3315,"Kräiligen","Bätterkinden",BE
3317,Limpach,Fraubrunnen,BE
3317,"Mülchi",Fraubrunnen,BE
3322,Mattstetten,Mattstetten,BE
3322,"Urtenen-Schönbühl","Urtenen-Schönbühl",BE
3323,"Bäriswil BE","Bäriswil",BE
3324,Hindelbank,Hindelbank,BE
3324,"Mötschwil",Hindelbank,BE
3325,"Hettiswil b. Hindelbank",Krauchthal,BE
3326,Krauchthal,Krauchthal,BE
3360,Herzogenbuchsee,Herzogenbuchsee,BE
3362,"Niederönz","Niederönz",BE
3363,"Oberönz",Herzogenbuchsee,BE
3365,Grasswil,Seeberg,BE
3365,Seeberg,Seeberg,BE
3366,Bettenhausen,Bettenhausen,BE
3366,Bollodingen,Bettenhausen,BE
3367,Ochlenberg,Ochlenberg,BE
3367,"Thörigen","Thörigen",BE
3368,Bleienbach,Bleienbach,BE
3372,Wanzwil,Heimenhausen,BE
3373,Heimenhausen,Heimenhausen,BE
3373,"Röthenbach Herzogenbuchsee",Heimenhausen,BE
3374,Wangenried,Wangenried,BE
3375,Inkwil,Inkwil,BE
3376,Berken,Berken,BE
3376,Graben,Graben,BE
3377,"Walliswil b. Wangen","Walliswil bei Wangen",BE
3380,"Walliswil b. Niederbipp","Walliswil bei Niederbipp",BE
3380,"Wangen an der Aare","Wangen an der Aare",BE
3400,Burgdorf,Burgdorf,BE
3412,Heimiswil,Heimiswil,BE
3413,Kaltacker,Heimiswil,BE
3414,Oberburg,Oberburg,BE
3415,"Hasle b. Burgdorf","Hasle bei Burgdorf",BE
3415,"Rüegsauschachen","Rüegsau",BE
3415,"Schafhausen im Emmental","Hasle bei Burgdorf",BE
3416,"Affoltern im Emmental","Affoltern im Emmental",BE
3417,"Rüegsau","Rüegsau",BE
3418,"Rüegsbach","Rüegsau",BE
3419,"Biembach im Emmental","Hasle bei Burgdorf",BE
3421,Lyssach,Lyssach,BE
3421,"Rüti b. Lyssach","Rüti bei Lyssach",BE
3422,"Alchenflüh","Rüdtligen-Alchenflüh",BE
3422,"Kirchberg BE","Kirchberg (BE)",BE
3422,"Rüdtligen","Rüdtligen-Alchenflüh",BE
3423,Ersigen,Ersigen,BE
3424,"Niederösch",Ersigen,BE
3424,"Oberösch",Ersigen,BE
3425,Koppigen,Koppigen,BE
3425,Willadingen,Willadingen,BE
3426,Aefligen,Aefligen,BE
3427,Utzenstorf,Utzenstorf,BE
3428,"Wiler b. Utzenstorf","Wiler bei Utzenstorf",BE
3429,Hellsau,Hellsau,BE
3429,"Höchstetten","Höchstetten",BE
3432,"Lützelflüh-Goldbach","Lützelflüh",BE
3433,"Schwanden im Emmental","Rüderswil",BE
3434,Landiswil,Landiswil,BE
3434,Obergoldbach,Landiswil,BE
3435,Ramsei,"Lützelflüh",BE
3436,"Zollbrück",Lauperswil,BE
3437,"Rüderswil","Rüderswil",BE
3438,Lauperswil,Lauperswil,BE
3439,"Ranflüh","Lützelflüh",BE
3452,"Grünenmatt","Lützelflüh",BE
3453,Heimisbach,Trachselwald,BE
3454,Sumiswald,Sumiswald,BE
3455,"Grünen",Sumiswald,BE
3456,Trachselwald,Trachselwald,BE
3457,"Wasen im Emmental",Sumiswald,BE
3462,"Weier im Emmental","Affoltern im Emmental",BE
3463,"Häusernmoos im Emmental","Affoltern im Emmental",BE
3464,"Schmidigen-Mühleweg","Walterswil (BE)",BE
3465,"Dürrenroth","Dürrenroth",BE
3472,Rumendingen,Rumendingen,BE
3472,Wynigen,Wynigen,BE
3473,Alchenstorf,Alchenstorf,BE
3474,"Rüedisbach",Wynigen,BE
3475,Hermiswil,Seeberg,BE
3475,Riedtwil,Seeberg,BE
3476,Oschwand,Ochlenberg,BE
3503,Gysenstein,Konolfingen,BE
3504,"Niederhünigen","Niederhünigen",BE
3504,"Oberhünigen","Oberhünigen",BE
3506,"Grosshöchstetten","Grosshöchstetten",BE
3507,Biglen,Biglen,BE
3508,"Arni BE","Arni (BE)",BE
3510,Freimettigen,Freimettigen,BE
3510,"Häutligen","Häutligen",BE
3510,Konolfingen,Konolfingen,BE
3512,Walkringen,Walkringen,BE
3513,Bigenthal,Walkringen,BE
3531,Oberthal,Oberthal,BE
3532,Mirchel,Mirchel,BE
3532,"Zäziwil","Zäziwil",BE
3533,Bowil,Bowil,BE
3534,Signau,Signau,BE
3535,"Schüpbach",Signau,BE
3536,Aeschau,Eggiwil,BE
3537,Eggiwil,Eggiwil,BE
3538,"Röthenbach im Emmental","Röthenbach im Emmental",BE
3543,Emmenmatt,Lauperswil,BE
3550,"Langnau im Emmental","Langnau im Emmental",BE
3551,Oberfrittenbach,"Langnau im Emmental",BE
3552,"Bärau","Langnau im Emmental",BE
3553,Gohl,"Langnau im Emmental",BE
3555,Trubschachen,Trubschachen,BE
3556,Trub,Trub,BE
3557,"Fankhaus (Trub)",Trub,BE
3604,Thun,Thun,BE
3612,Steffisburg,Steffisburg,BE
3614,Unterlangenegg,Unterlangenegg,BE
3615,Heimenschwand,Buchholterberg,BE
3616,Schwarzenegg,Oberlangenegg,BE
3617,"Fahrni b. Thun",Fahrni,BE
3618,"Süderen",Wachseldorn,BE
3619,Eriz,Eriz,BE
3622,"Homberg b. Thun",Homberg,BE
3623,"Buchen BE",Horrenbach-Buchen,BE
3623,Horrenbach,Horrenbach-Buchen,BE
3623,"Teuffenthal b. Thun","Teuffenthal (BE)",BE
3624,"Goldiwil (Thun)",Thun,BE
3624,Schwendibach,Steffisburg,BE
3625,Heiligenschwendi,Heiligenschwendi,BE
3626,"Hünibach",Hilterfingen,BE
3627,Heimberg,Heimberg,BE
3628,Uttigen,Uttigen,BE
3629,Jaberg,Jaberg,BE
3629,Kiesen,Kiesen,BE
3629,Oppligen,Oppligen,BE
3631,"Höfen b. Thun","Stocken-Höfen",BE
3632,Niederstocken,"Stocken-Höfen",BE
3632,Oberstocken,"Stocken-Höfen",BE
3633,Amsoldingen,Amsoldingen,BE
3634,Thierachern,Thierachern,BE
3635,Uebeschi,Uebeschi,BE
3636,"Forst b. Längenbühl","Forst-Längenbühl",BE
3636,"Längenbühl","Forst-Längenbühl",BE
3638,Blumenstein,Blumenstein,BE
3638,Pohlern,Pohlern,BE
3645,"Gwatt (Thun)",Thun,BE
3645,Zwieselberg,Zwieselberg,BE
3646,Einigen,Spiez,BE
3647,Reutigen,Reutigen,BE
3652,Hilterfingen,Hilterfingen,BE
3653,"Oberhofen am Thunersee","Oberhofen am Thunersee",BE
3654,Gunten,Sigriswil,BE
3655,Sigriswil,Sigriswil,BE
3656,"Aeschlen ob Gunten",Sigriswil,BE
3656,Ringoldswil,Sigriswil,BE
3656,"Tschingel ob Gunten",Sigriswil,BE
3657,"Schwanden (Sigriswil)",Sigriswil,BE
3658,Merligen,Sigriswil,BE
3661,Uetendorf,Uetendorf,BE
3662,Seftigen,Seftigen,BE
3663,Gurzelen,Gurzelen,BE
3664,Burgistein,Burgistein,BE
3665,Wattenwil,Wattenwil,BE
3671,Brenzikofen,Brenzikofen,BE
3671,Herbligen,Herbligen,BE
3672,"Aeschlen b. Oberdiessbach",Oberdiessbach,BE
3672,Oberdiessbach,Oberdiessbach,BE
3673,Linden,Linden,BE
3674,"Bleiken b. Oberdiessbach",Oberdiessbach,BE
3700,Spiez,Spiez,BE
3702,Hondrich,Spiez,BE
3703,"Aeschi b. Spiez","Aeschi bei Spiez",BE
3703,Aeschiried,"Aeschi bei Spiez",BE
3704,Krattigen,Krattigen,BE
3705,Faulensee,Spiez,BE
3706,Leissigen,Leissigen,BE
3707,"Därligen","Därligen",BE
3711,Emdthal,"Aeschi bei Spiez",BE
3711,"Mülenen","Reichenbach im Kandertal",BE
3713,"Reichenbach im Kandertal","Reichenbach im Kandertal",BE
3714,Frutigen,Frutigen,BE
3714,"Wengi b. Frutigen","Reichenbach im Kandertal",BE
3715,Adelboden,Adelboden,BE
3716,Kandergrund,Kandergrund,BE
3717,Blausee-Mitholz,Kandergrund,BE
3718,Kandersteg,Kandersteg,BE
3722,Scharnachtal,"Reichenbach im Kandertal",BE
3723,Kiental,"Reichenbach im Kandertal",BE
3724,"Ried (Frutigen)",Frutigen,BE
3725,Achseten,Frutigen,BE
3752,Wimmis,Wimmis,BE
3753,Oey,Diemtigen,BE
3754,Diemtigen,Diemtigen,BE
3755,Horboden,Diemtigen,BE
3756,"Zwischenflüh",Diemtigen,BE
3757,"Schwenden im Diemtigtal",Diemtigen,BE
3758,Latterbach,"Erlenbach im Simmental",BE
3762,"Erlenbach im Simmental","Erlenbach im Simmental",BE
3763,"Därstetten","Därstetten",BE
3764,Weissenburg,"Därstetten",BE
3765,"Oberwil im Simmental","Oberwil im Simmental",BE
3766,Boltigen,Boltigen,BE
3770,Zweisimmen,Zweisimmen,BE
3771,Blankenburg,Zweisimmen,BE
3772,"St. Stephan","St. Stephan",BE
3773,"Matten (St. Stephan)","St. Stephan",BE
3775,"Lenk im Simmental",Lenk,BE
3776,Oeschseite,Zweisimmen,BE
3777,"Saanenmöser",Saanen,BE
3778,"Schönried",Saanen,BE
3780,Gstaad,Saanen,BE
3781,Turbach,Saanen,BE
3782,"Lauenen b. Gstaad",Lauenen,BE
3783,"Grund b. Gstaad",Saanen,BE
3784,Feutersoey,Gsteig,BE
3785,"Gsteig b. Gstaad",Gsteig,BE
3792,Saanen,Saanen,BE
3800,Interlaken,Interlaken,BE
3800,"Matten b. Interlaken","Matten bei Interlaken",BE
3800,Sundlauenen,Beatenberg,BE
3800,Unterseen,Unterseen,BE
3801,Jungfraujoch,Fieschertal,VS
3803,Beatenberg,Beatenberg,BE
3804,Habkern,Habkern,BE
3805,"Goldswil b. Interlaken","Ringgenberg (BE)",BE
3806,"Bönigen b. Interlaken","Bönigen",BE
3807,Iseltwald,Iseltwald,BE
3812,Wilderswil,Wilderswil,BE
3813,Saxeten,Saxeten,BE
3814,Gsteigwiler,Gsteigwiler,BE
3815,"Gündlischwand","Gündlischwand",BE
3815,"Zweilütschinen","Gündlischwand",BE
3816,Burglauenen,Grindelwald,BE
3816,"Lütschental","Lütschental",BE
3818,Grindelwald,Grindelwald,BE
3822,Isenfluh,Lauterbrunnen,BE
3822,Lauterbrunnen,Lauterbrunnen,BE
3823,Eigergletscher,Lauterbrunnen,BE
3823,"Kleine Scheidegg",Lauterbrunnen,BE
3823,Wengen,Lauterbrunnen,BE
3824,Stechelberg,Lauterbrunnen,BE
3825,"Mürren",Lauterbrunnen,BE
3826,Gimmelwald,Lauterbrunnen,BE
3852,"Ringgenberg BE","Ringgenberg (BE)",BE
3853,"Niederried b. Interlaken","Niederried bei Interlaken",BE
3854,"Oberried am Brienzersee","Oberried am Brienzersee",BE
3855,Axalp,"Brienz (BE)",BE
3855,"Brienz BE","Brienz (BE)",BE
3855,"Schwanden b. Brienz","Schwanden bei Brienz",BE
3856,Brienzwiler,Brienzwiler,BE
3857,"Unterbach BE",Meiringen,BE
3858,"Hofstetten b. Brienz","Hofstetten bei Brienz",BE
3860,"Brünig",Meiringen,BE
3860,Meiringen,Meiringen,BE
3860,Rosenlaui,Schattenhalb,BE
3860,Schattenhalb,Schattenhalb,BE
3862,Innertkirchen,Innertkirchen,BE
3863,Gadmen,Innertkirchen,BE
3864,Guttannen,Guttannen,BE
3900,Brig,Brig-Glis,VS
3900,Brigerbad,Brig-Glis,VS
3900,Gamsen,Brig-Glis,VS
3901,Rothwald,Ried-Brig,VS
3902,Glis,Brig-Glis,VS
3903,Birgisch,Naters,VS
3903,Mund,Naters,VS
3904,Naters,Naters,VS
3905,Saas-Almagell,Saas-Almagell,VS
3906,Saas-Fee,Saas-Fee,VS
3907,"Gabi (Simplon)",Simplon,VS
3907,Gondo,Zwischbergen,VS
3907,"Simplon Dorf",Simplon,VS
3907,"Simplon Hospiz",Simplon,VS
3908,Saas-Balen,Saas-Balen,VS
3910,Saas-Grund,Saas-Grund,VS
3911,Ried-Brig,Ried-Brig,VS
3912,Termen,Termen,VS
3913,Rosswald,Termen,VS
3914,Belalp,Naters,VS
3914,"Blatten b. Naters",Naters,VS
3916,Ferden,Ferden,VS
3917,Goppenstein,Ferden,VS
3917,Kippel,Kippel,VS
3918,"Wiler (Lötschen)","Wiler (Lötschen)",VS
3919,"Blatten (Lötschen)",Blatten,VS
3920,Zermatt,Zermatt,VS
3922,Eisten,Eisten,VS
3922,Kalpetran,Embd,VS
3922,"Stalden VS","Stalden (VS)",VS
3923,"Törbel","Törbel",VS
3924,"St. Niklaus VS","St. Niklaus",VS
3925,"Grächen","Grächen",VS
3926,Embd,Embd,VS
3927,Herbriggen,"St. Niklaus",VS
3928,Randa,Randa,VS
3929,"Täsch","Täsch",VS
3930,Eyholz,Visp,VS
3930,Visp,Visp,VS
3931,Lalden,Lalden,VS
3932,Visperterminen,Visperterminen,VS
3933,Staldenried,Staldenried,VS
3934,Zeneggen,Zeneggen,VS
3935,"Bürchen","Bürchen",VS
3937,Baltschieder,Baltschieder,VS
3938,Ausserberg,Ausserberg,VS
3939,Eggerberg,Eggerberg,VS
3940,"Steg VS",Steg-Hohtenn,VS
3942,Niedergesteln,Niedergesteln,VS
3942,Raron,Raron,VS
3942,"St. German",Raron,VS
3943,Eischoll,Eischoll,VS
3944,"Unterbäch VS","Unterbäch",VS
3945,Gampel,Gampel-Bratsch,VS
3945,Niedergampel,Gampel-Bratsch,VS
3946,Gruben,Turtmann-Unterems,VS
3946,Turtmann,Turtmann-Unterems,VS
3947,Ergisch,Ergisch,VS
3948,Oberems,Oberems,VS
3948,Unterems,Turtmann-Unterems,VS
3949,Hohtenn,Steg-Hohtenn,VS
3951,Agarn,Agarn,VS
3952,Susten,Leuk,VS
3953,Inden,Inden,VS
3953,"Leuk Stadt",Leuk,VS
3953,Varen,Varen,VS
3954,Leukerbad,Leukerbad,VS
3955,Albinen,Albinen,VS
3956,Guttet-Feschel,Guttet-Feschel,VS
3957,Bratsch,Gampel-Bratsch,VS
3957,Erschmatt,Leuk,VS
3960,"Corin-de-la-Crête",Crans-Montana,VS
3960,Loc,Crans-Montana,VS
3960,"Muraz (Sierre)",Sierre,VS
3960,Niouc,Anniviers,VS
3960,Sierre,Sierre,VS
3961,Ayer,Anniviers,VS
3961,Chandolin,Anniviers,VS
3961,Grimentz,Anniviers,VS
3961,Mission,Anniviers,VS
3961,"St-Jean VS",Anniviers,VS
3961,St-Luc,Anniviers,VS
3961,Vissoie,Anniviers,VS
3961,Zinal,Anniviers,VS
3963,Aminona,Crans-Montana,VS
3963,Crans-Montana,Crans-Montana,VS
3963,Montana,Crans-Montana,VS
3965,Chippis,Chippis,VS
3966,Chalais,Chalais,VS
3966,"Réchy",Chalais,VS
3967,Vercorin,Chalais,VS
3968,Veyras,"Noble-Contrée",VS
3970,Salgesch,Salgesch,VS
3971,Chermignon,Crans-Montana,VS
3971,"Chermignon-d'en-Bas",Crans-Montana,VS
3971,"Ollon VS",Crans-Montana,VS
3972,"Miège","Noble-Contrée",VS
3973,"Venthône","Noble-Contrée",VS
3974,"Mollens VS",Crans-Montana,VS
3975,Randogne,Crans-Montana,VS
3976,"Champzabé",Crans-Montana,VS
3976,"Noës",Sierre,VS
3977,"Granges VS",Sierre,VS
3978,Flanthey,Lens,VS
3979,"Grône","Grône",VS
3982,Bitsch,Bitsch,VS
3983,Bister,Bister,VS
3983,Filet,"Mörel-Filet",VS
3983,Goppisberg,Riederalp,VS
3983,Greich,Riederalp,VS
3983,"Mörel","Mörel-Filet",VS
3984,Fiesch,Fiesch,VS
3984,Fieschertal,Fieschertal,VS
3985,Geschinen,Goms,VS
3985,"Münster VS",Goms,VS
3986,"Ried-Mörel",Riederalp,VS
3987,Riederalp,Riederalp,VS
3988,Obergesteln,Obergoms,VS
3988,Ulrichen,Obergoms,VS
3989,"Biel VS",Goms,VS
3989,Blitzingen,Goms,VS
3989,Niederwald,Goms,VS
3989,Ritzingen,Goms,VS
3989,Selkingen,Goms,VS
3991,Betten,Bettmeralp,VS
3992,Bettmeralp,Bettmeralp,VS
3993,Grengiols,Grengiols,VS
3994,Lax,Lax,VS
3994,Martisberg,Bettmeralp,VS
3995,Ausserbinn,Ernen,VS
3995,Ernen,Ernen,VS
3995,"Mühlebach (Goms)",Ernen,VS
3995,Steinhaus,Ernen,VS
3996,Binn,Binn,VS
3997,Bellwald,Bellwald,VS
3998,Gluringen,Goms,VS
3998,"Reckingen VS",Goms,VS
3999,Oberwald,Obergoms,VS
4052,Basel,Basel,BS
4101,Bruderholz,Binningen,BL
4102,Binningen,Binningen,BL
4103,Bottmingen,Bottmingen,BL
4104,"Oberwil BL","Oberwil (BL)",BL
4105,"Biel-Benken BL",Biel-Benken,BL
4106,Therwil,Therwil,BL
4107,Ettingen,Ettingen,BL
4108,Witterswil,Witterswil,SO
4112,"Bättwil","Bättwil",SO
4112,"Flüh","Hofstetten-Flüh",SO
4114,"Hofstetten SO","Hofstetten-Flüh",SO
4115,Mariastein,Metzerlen-Mariastein,SO
4116,Metzerlen,Metzerlen-Mariastein,SO
4117,"Burg im Leimental","Burg im Leimental",BL
4118,Rodersdorf,Rodersdorf,SO
4123,Allschwil,Allschwil,BL
4124,"Schönenbuch","Schönenbuch",BL
4125,Riehen,Riehen,BS
4126,Bettingen,Bettingen,BS
4127,Birsfelden,Birsfelden,BL
4132,Muttenz,Muttenz,BL
4133,Pratteln,Pratteln,BL
4142,"Münchenstein","Münchenstein",BL
4143,Dornach,Dornach,SO
4144,Arlesheim,Arlesheim,BL
4145,Gempen,Gempen,SO
4146,Hochwald,Hochwald,SO
4147,"Aesch BL","Aesch (BL)",BL
4148,Pfeffingen,Pfeffingen,BL
4153,"Reinach BL","Reinach (BL)",BL
4202,Duggingen,Duggingen,BL
4203,Grellingen,Grellingen,BL
4204,Himmelried,Himmelried,SO
4206,"Seewen SO",Seewen,SO
4207,Bretzwil,Bretzwil,BL
4208,Nunningen,Nunningen,SO
4222,Zwingen,Zwingen,BL
4223,Blauen,Blauen,BL
4224,Nenzlingen,Nenzlingen,BL
4225,Brislach,Brislach,BL
4226,Breitenbach,Breitenbach,SO
4227,"Büsserach","Büsserach",SO
4228,Erschwil,Erschwil,SO
4229,"Beinwil SO","Beinwil (SO)",SO
4232,Fehren,Fehren,SO
4233,Meltingen,Meltingen,SO
4234,Zullwil,Zullwil,SO
4242,Laufen,Laufen,BL
4243,Dittingen,Dittingen,BL
4244,"Röschenz","Röschenz",BL
4245,"Kleinlützel","Kleinlützel",SO
4246,"Wahlen b. Laufen",Wahlen,BL
4247,Grindel,Grindel,SO
4252,"Bärschwil","Bärschwil",SO
4253,Liesberg,Liesberg,BL
4254,"Liesberg Dorf",Liesberg,BL
4302,"Augst BL",Augst,BL
4303,Kaiseraugst,Kaiseraugst,AG
4304,Giebenach,Giebenach,BL
4305,Olsberg,Olsberg,AG
4310,Rheinfelden,Rheinfelden,AG
4312,Magden,Magden,AG
4313,"Möhlin","Möhlin",AG
4314,Zeiningen,Zeiningen,AG
4315,Zuzgen,Zuzgen,AG
4316,Hellikon,Hellikon,AG
4317,Wegenstetten,Wegenstetten,AG
4322,Mumpf,Mumpf,AG
4323,Wallbach,Wallbach,AG
4324,Obermumpf,Obermumpf,AG
4325,Schupfart,Schupfart,AG
4332,"Stein AG","Stein (AG)",AG
4333,"Münchwilen AG","Münchwilen (AG)",AG
4334,"Sisseln AG",Sisseln,AG
4402,Frenkendorf,Frenkendorf,BL
4410,Liestal,Liestal,BL
4411,Seltisberg,Seltisberg,BL
4412,Nuglar,"Nuglar-St. Pantaleon",SO
4413,"Büren SO","Büren (SO)",SO
4414,"Füllinsdorf","Füllinsdorf",BL
4415,Lausen,Lausen,BL
4416,Bubendorf,Bubendorf,BL
4417,Ziefen,Ziefen,BL
4418,Reigoldswil,Reigoldswil,BL
4419,Lupsingen,Lupsingen,BL
4421,"St. Pantaleon","Nuglar-St. Pantaleon",SO
4422,Arisdorf,Arisdorf,BL
4423,Hersberg,Hersberg,BL
4424,Arboldswil,Arboldswil,BL
4425,Titterten,Titterten,BL
4426,Lauwil,Lauwil,BL
4431,Bennwil,Bennwil,BL
4432,Lampenberg,Lampenberg,BL
4433,Ramlinsburg,Ramlinsburg,BL
4434,"Hölstein","Hölstein",BL
4435,Niederdorf,Niederdorf,BL
4436,Liedertswil,Liedertswil,BL
4436,"Oberdorf BL","Oberdorf (BL)",BL
4437,Waldenburg,Waldenburg,BL
4438,Langenbruck,Langenbruck,BL
4441,"Thürnen","Thürnen",BL
4442,Diepflingen,Diepflingen,BL
4443,Wittinsburg,Wittinsburg,BL
4444,"Rümlingen","Rümlingen",BL
4445,"Häfelfingen","Häfelfingen",BL
4446,Buckten,Buckten,BL
4447,"Känerkinden","Känerkinden",BL
4448,"Läufelfingen","Läufelfingen",BL
4450,Sissach,Sissach,BL
4451,Wintersingen,Wintersingen,BL
4452,Itingen,Itingen,BL
4453,Nusshof,Nusshof,BL
4455,Zunzgen,Zunzgen,BL
4456,Tenniken,Tenniken,BL
4457,Diegten,Diegten,BL
4458,Eptingen,Eptingen,BL
4460,Gelterkinden,Gelterkinden,BL
4461,"Böckten","Böckten",BL
4462,"Rickenbach BL","Rickenbach (BL)",BL
4463,Buus,Buus,BL
4464,Maisprach,Maisprach,BL
4465,Hemmiken,Hemmiken,BL
4466,Ormalingen,Ormalingen,BL
4467,Rothenfluh,Rothenfluh,BL
4468,Kienberg,Kienberg,SO
4469,Anwil,Anwil,BL
4492,Tecknau,Tecknau,BL
4493,Wenslingen,Wenslingen,BL
4494,Oltingen,Oltingen,BL
4495,Zeglingen,Zeglingen,BL
4496,"Kilchberg BL","Kilchberg (BL)",BL
4497,"Rünenberg","Rünenberg",BL
4500,Solothurn,Solothurn,SO
4512,Bellach,Bellach,SO
4513,Langendorf,Langendorf,SO
4514,Lommiswil,Lommiswil,SO
4515,"Oberdorf SO","Oberdorf (SO)",SO
4515,"Weissenstein b. Solothurn","Oberdorf (SO)",SO
4522,"Rüttenen","Rüttenen",SO
4523,"Niederwil SO",Riedholz,SO
4524,Balmberg,"Balm bei Günsberg",SO
4524,"Günsberg","Günsberg",SO
4524,Oberbalmberg,"Balm bei Günsberg",SO
4525,"Balm b. Günsberg","Balm bei Günsberg",SO
4528,Zuchwil,Zuchwil,SO
4532,Feldbrunnen,"Feldbrunnen-St. Niklaus",SO
4533,Riedholz,Riedholz,SO
4534,Flumenthal,Flumenthal,SO
4535,Hubersdorf,Hubersdorf,SO
4535,Kammersrohr,Kammersrohr,SO
4536,Attiswil,Attiswil,BE
4537,Wiedlisbach,Wiedlisbach,BE
4538,Oberbipp,Oberbipp,BE
4539,Farnern,Farnern,BE
4539,Rumisberg,Rumisberg,BE
4542,Luterbach,Luterbach,SO
4543,Deitingen,Deitingen,SO
4552,Derendingen,Derendingen,SO
4553,Subingen,Subingen,SO
4554,Etziken,Etziken,SO
4554,"Hüniken","Hüniken",SO
4556,"Aeschi SO","Aeschi (SO)",SO
4556,Bolken,Bolken,SO
4556,"Burgäschi","Aeschi (SO)",SO
4556,"Steinhof SO","Aeschi (SO)",SO
4557,Horriwil,Horriwil,SO
4558,Heinrichswil,"Drei Höfe",SO
4558,Hersiwil,"Drei Höfe",SO
4558,Winistorf,"Drei Höfe",SO
4562,Biberist,Biberist,SO
4563,Gerlafingen,Gerlafingen,SO
4564,Obergerlafingen,Obergerlafingen,SO
4564,Zielebach,Zielebach,BE
4565,Recherswil,Recherswil,SO
4566,Halten,Halten,SO
4566,Kriegstetten,Kriegstetten,SO
4566,Oekingen,Oekingen,SO
4571,Ichertswil,"Lüterkofen-Ichertswil",SO
4571,"Lüterkofen","Lüterkofen-Ichertswil",SO
4573,Lohn-Ammannsegg,Lohn-Ammannsegg,SO
4574,"Lüsslingen","Lüsslingen-Nennigkofen",SO
4574,Nennigkofen,"Lüsslingen-Nennigkofen",SO
4576,Tscheppach,Buchegg,SO
4577,Hessigkofen,Buchegg,SO
4578,"Bibern SO",Buchegg,SO
4579,Gossliwil,Buchegg,SO
4581,"Küttigkofen",Buchegg,SO
4582,"Brügglen",Buchegg,SO
4583,Aetigkofen,Buchegg,SO
4583,"Mühledorf SO",Buchegg,SO
4584,"Gächliwil","Lüterswil-Gächliwil",SO
4584,"Lüterswil","Lüterswil-Gächliwil",SO
4585,Biezwil,Biezwil,SO
4586,Kyburg-Buchegg,Buchegg,SO
4587,Aetingen,Buchegg,SO
4588,Brittern,Buchegg,SO
4588,Oberramsern,Messen,SO
4588,Unterramsern,Unterramsern,SO
4600,Olten,Olten,SO
4612,"Wangen b. Olten","Wangen bei Olten",SO
4613,"Rickenbach SO","Rickenbach (SO)",SO
4614,"Hägendorf","Hägendorf",SO
4615,Allerheiligenberg,"Hägendorf",SO
4616,"Kappel SO","Kappel (SO)",SO
4617,Gunzgen,Gunzgen,SO
4618,Boningen,Boningen,SO
4622,Egerkingen,Egerkingen,SO
4623,Neuendorf,Neuendorf,SO
4624,"Härkingen","Härkingen",SO
4625,Oberbuchsiten,Oberbuchsiten,SO
4626,Niederbuchsiten,Niederbuchsiten,SO
4628,Wolfwil,Wolfwil,SO
4629,Fulenbach,Fulenbach,SO
4632,Trimbach,Trimbach,SO
4633,Hauenstein,Hauenstein-Ifenthal,SO
4634,"Wisen SO","Wisen (SO)",SO
4652,Winznau,Winznau,SO
4653,"Obergösgen","Obergösgen",SO
4654,Lostorf,Lostorf,SO
4655,"Rohr b. Olten","Stüsslingen",SO
4655,"Stüsslingen","Stüsslingen",SO
4656,Starrkirch-Wil,Starrkirch-Wil,SO
4657,Dulliken,Dulliken,SO
4658,"Däniken SO","Däniken",SO
4663,Aarburg,Aarburg,AG
4665,Oftringen,Oftringen,AG
4702,Oensingen,Oensingen,SO
4703,Kestenholz,Kestenholz,SO
4704,Niederbipp,Niederbipp,BE
4704,Wolfisberg,Niederbipp,BE
4710,Balsthal,Balsthal,SO
4712,Laupersdorf,Laupersdorf,SO
4713,Matzendorf,Matzendorf,SO
4714,Aedermannsdorf,Aedermannsdorf,SO
